income,family_size,utility_bills_paid,loan_defaults,credit_history_years,suspicious_transactions,is_eligible,trust_score
25693,9,1,0,15,3,1,67.6386
97207,10,0,1,4,2,0,27.4414
50475,2,1,1,8,1,0,47.095
20932,10,0,0,12,5,0,20.1864
61405,7,1,0,4,3,1,63.281
96725,5,1,1,18,2,0,70.345
56118,7,0,1,17,4,0,18.723599999999998
43425,6,1,0,9,4,1,52.185
72183,3,0,0,14,5,0,32.4366
33143,4,1,0,17,4,1,67.1286
26822,3,1,0,2,1,1,70.3644
98675,7,0,0,8,1,0,71.735
30490,10,0,1,12,4,0,9.097999999999999
88289,5,0,0,20,3,0,69.65780000000001
21403,4,1,0,1,4,1,38.7806
87608,4,0,0,11,1,0,79.0216
20037,3,0,0,12,2,0,57.0074
71792,7,0,0,2,0,0,70.3584
57289,9,1,0,8,1,1,87.4578
45496,8,1,0,8,1,1,82.0992
86353,2,0,0,10,0,0,85.2706
53776,9,1,1,12,4,1,30.755200000000002
51886,6,1,1,18,0,1,79.3772
35239,5,0,1,20,1,0,52.0478
50137,6,1,0,16,4,1,59.0274
54517,4,1,0,12,5,1,48.9034
29965,9,0,1,10,2,0,18.993000000000002
95197,5,0,0,15,5,0,39.5394
50783,4,1,0,7,1,1,78.6566
66665,3,0,0,2,5,0,21.333
84574,10,0,0,15,2,0,73.4148
61342,8,1,1,5,4,1,18.7684
72150,4,0,0,16,3,0,60.43
90879,1,1,1,5,3,0,31.675799999999995
87922,8,1,0,0,5,0,35.5844
69732,10,0,0,11,4,0,39.4464
44530,9,1,0,8,3,1,64.906
64970,6,0,1,13,1,0,43.494
68799,6,1,0,14,1,1,98.7598
37188,10,0,0,8,1,0,62.4376
76651,7,0,0,4,3,0,36.3302
43148,7,1,0,20,4,1,71.6296
61383,8,1,0,17,4,1,62.7766
72219,2,0,0,6,2,0,55.443799999999996
32622,8,1,0,11,2,1,76.0244
93071,5,1,0,13,0,0,100.0
99374,4,0,0,11,2,0,71.3748
86904,8,1,0,12,4,0,64.3808
80784,3,0,0,13,5,0,39.656800000000004
94925,7,0,0,5,2,0,54.485
61088,6,1,0,19,5,1,61.7176
55553,8,1,1,13,1,1,57.6106
23027,3,0,0,2,1,0,44.6054
72041,2,0,0,15,4,0,41.9082
23455,7,0,0,8,4,0,23.691
31050,7,1,0,7,5,1,35.71
78085,3,0,0,0,0,0,70.617
66771,6,1,1,17,2,1,61.8542
78306,3,0,1,20,5,0,20.6612
93922,7,1,0,15,4,0,69.2844
31738,8,1,0,13,2,1,72.8476
59789,1,0,0,11,2,0,60.4578
90136,1,1,1,9,0,0,72.5272
58393,10,0,0,17,2,0,65.1786
73967,9,1,1,7,1,0,60.2934
71081,7,0,0,2,3,0,42.2162
51399,9,1,0,20,5,1,63.2798
55235,7,0,0,5,1,0,57.547
34464,8,1,0,19,3,1,73.3928
62027,1,0,0,17,0,0,84.9054
33405,5,1,0,14,5,1,42.681
50514,2,0,0,15,1,0,72.6028
75082,5,1,0,14,5,0,51.016400000000004
63286,2,0,0,8,3,0,40.6572
91197,8,0,0,8,3,0,45.2394
35985,4,1,1,7,5,1,2.697
46106,8,0,0,15,3,0,56.721199999999996
60908,6,0,0,17,4,0,43.6816
53202,8,1,0,11,0,1,100.0
48545,2,0,1,10,0,0,41.709
56188,10,0,1,7,0,0,36.7376
96162,8,0,0,2,1,0,59.2324
85525,2,1,0,1,2,0,73.605
40174,9,0,0,15,1,0,70.5348
93184,6,1,0,0,5,0,39.6368
66945,3,1,0,15,5,0,57.888999999999996
93272,5,1,0,18,1,0,100.0
65569,6,1,0,19,4,1,68.6138
29027,9,0,1,9,2,0,22.3054
68118,8,0,1,5,0,0,45.123599999999996
67720,10,0,0,2,5,0,19.544
70789,4,1,0,19,2,0,92.6578
73713,6,0,0,16,5,0,34.742599999999996
25737,3,0,0,6,0,0,66.1474
45115,2,0,1,15,4,0,15.523
97371,5,0,0,7,4,0,35.974199999999996
21715,4,1,0,14,5,1,40.343
67307,9,1,0,1,4,1,43.9614
89339,1,0,0,2,1,0,63.8678
32729,2,0,1,6,1,0,28.5458
52605,10,0,1,3,5,0,4.0
66918,8,1,0,5,1,1,83.8836
72632,9,1,0,17,4,0,72.0264
66179,6,1,0,13,5,1,53.7358
62395,10,0,0,12,4,0,39.479
67187,8,1,1,0,5,1,0.0
57287,10,0,0,9,0,0,73.9574
49083,4,1,0,8,4,1,54.8166
92918,10,0,0,1,3,0,40.083600000000004
40461,3,1,0,18,1,1,93.0922
53586,5,0,1,18,1,0,43.7172
62558,8,0,1,18,0,0,63.5116
59373,1,1,0,1,2,0,63.3746
76925,7,0,0,20,4,0,50.385
70133,1,1,0,10,4,0,63.0266
39605,6,0,0,1,5,0,10.421
78407,10,0,0,13,2,0,66.1814
39400,3,1,0,15,4,1,55.38
91847,7,1,0,12,4,0,67.3694
37088,3,1,0,15,3,1,74.9176
94885,4,0,0,2,2,0,52.977000000000004
62390,10,0,0,13,3,0,51.978
65653,4,1,0,19,5,1,56.6306
59953,3,1,1,19,1,0,72.4906
25882,4,0,0,4,5,0,7.176400000000001
34728,1,0,0,9,0,0,70.4456
34585,5,1,1,0,2,1,24.917
90517,4,0,0,17,3,0,67.6034
38526,1,1,0,8,1,1,74.7052
57226,4,1,0,14,5,1,47.4452
28729,7,1,0,3,0,1,79.2458
70662,4,1,0,10,3,0,73.1324
89672,2,0,0,16,3,0,64.9344
22816,1,0,0,10,3,0,40.5632
40578,1,1,0,11,5,1,43.6156
50959,9,1,0,20,2,1,91.1918
23862,9,1,0,4,2,1,61.7724
37991,2,1,0,13,1,1,91.0982
40021,7,1,0,14,4,1,56.0042
47100,3,0,0,9,5,0,25.92
37727,7,0,0,10,0,0,75.5454
89856,2,0,0,4,5,0,18.9712
61771,7,1,0,14,5,1,58.3542
55887,3,0,0,4,1,0,52.1774
54978,10,0,0,7,5,0,16.4956
67089,2,1,0,16,4,0,69.4178
69015,3,1,1,15,1,0,63.303
45330,4,0,1,0,2,0,10.066
49170,4,0,0,5,3,0,41.334
84217,6,1,0,13,3,0,71.3434
99682,7,1,1,19,5,0,42.4364
97831,9,0,0,14,3,0,55.566199999999995
52207,9,1,0,17,3,1,78.9414
26461,4,1,1,12,2,1,42.2922
80469,3,1,0,19,0,0,100.0
38643,8,1,0,16,0,1,97.0
96735,9,0,1,13,2,0,40.847
23265,3,1,0,14,0,1,94.653
62477,3,0,0,3,5,0,18.9954
67571,2,1,0,12,4,0,62.5142
25754,3,1,0,5,1,1,69.6508
26725,7,1,0,14,2,1,81.345
43684,2,0,0,0,4,0,17.736800000000002
21600,8,1,1,17,0,1,73.82
84679,4,0,1,14,3,0,29.9358
30407,10,0,0,17,2,0,65.5814
93079,4,0,0,4,0,0,79.61580000000001
65746,1,0,0,18,4,0,49.1492
63399,2,0,0,13,1,0,69.1798
57274,10,0,1,18,2,0,33.4548
32206,5,1,0,12,0,1,95.4412
92151,2,1,1,4,0,0,63.4302
63150,9,1,0,6,4,1,46.63
34326,10,0,1,19,5,0,4.3652
75974,10,1,0,16,4,0,73.1948
66380,3,1,1,15,1,0,69.776
50503,5,0,0,3,0,0,66.6006
35456,4,1,1,1,2,1,28.5912
93454,4,0,0,9,2,0,58.190799999999996
60340,5,1,0,3,5,1,36.568
64742,7,0,0,6,2,0,51.9484
82797,8,0,0,15,1,0,84.0594
80374,9,1,1,13,5,0,20.5748
88298,5,1,0,6,4,0,61.6596
63479,6,0,0,8,0,0,74.6958
69183,9,0,1,5,4,0,0.0
60407,6,0,0,13,0,0,83.5814
51148,6,1,0,6,4,1,48.2296
42939,2,1,0,6,0,1,89.5878
86321,1,1,0,6,2,0,78.2642
88632,5,1,0,3,4,0,57.2264
37395,4,0,1,12,5,0,3.0
35182,1,1,0,19,0,1,100.0
81194,1,0,0,0,4,0,25.2388
47504,6,0,0,9,2,0,56.0008
61831,8,0,0,4,1,0,57.3662
35002,1,0,0,17,2,0,65.5004
61744,5,0,0,18,1,0,76.3488
29337,5,1,1,1,1,1,32.3674
81700,1,0,1,1,0,0,38.84
71369,3,1,0,9,2,0,75.7738
89924,2,1,0,2,5,0,42.9848
32748,8,1,1,15,1,1,57.0496
38837,10,1,0,12,1,1,90.7674
63296,6,1,1,0,0,1,54.6592
34796,6,1,1,5,2,1,34.4592
99225,10,0,0,12,5,0,33.845
62712,9,0,0,17,3,0,59.0424
97402,7,0,0,17,1,0,86.9804
70307,2,1,0,18,3,0,82.0614
94345,6,0,0,2,5,0,25.869
83783,2,1,0,17,0,0,100.0
43091,5,1,0,19,0,1,100.0
98172,7,1,1,20,5,0,34.6344
31866,4,0,0,4,5,0,9.3732
79372,9,1,1,19,4,0,46.3744
45646,4,1,0,18,5,1,55.1292
76980,6,0,0,19,4,0,54.896
36718,5,0,0,17,0,0,77.8436
93404,6,0,0,0,1,0,59.680800000000005
97353,7,1,1,12,3,0,48.470600000000005
91449,4,0,1,4,1,0,37.2898
70409,6,1,0,9,5,0,44.5818
37600,1,0,0,4,5,0,15.52
77243,3,0,0,20,3,0,67.4486
99223,7,0,1,16,3,0,36.8446
78988,7,1,0,5,3,0,67.2976
20973,10,1,0,16,2,1,79.1946
91587,10,1,0,1,4,0,51.8174
68310,2,1,0,4,5,0,42.662
56624,8,0,0,7,3,0,46.824799999999996
30234,9,1,0,10,4,1,46.0468
81455,8,1,0,13,2,0,84.791
57907,3,0,0,18,2,0,63.5814
82018,10,0,0,9,5,0,33.9036
23578,5,1,0,4,4,1,36.7156
56418,5,0,0,8,2,0,48.2836
34621,10,0,0,14,2,0,54.9242
54242,4,1,0,16,0,1,100.0
31062,3,0,1,13,3,0,13.712399999999999
77695,3,0,0,1,5,0,16.039
35203,1,0,1,12,3,0,14.040600000000001
82425,9,0,1,12,3,0,23.485
39025,9,1,0,9,3,1,62.305
61377,9,0,0,17,5,0,37.7754
76595,10,1,0,8,2,0,73.319
53468,10,1,1,7,5,1,16.1936
97165,4,1,0,10,4,0,59.43299999999999
21110,2,0,1,3,4,0,0.0
78450,6,0,0,8,1,0,62.69
23106,10,0,0,19,5,0,31.1212
98562,2,0,0,19,1,0,89.2124
94195,3,0,0,8,2,0,62.839
29924,8,1,1,10,2,1,37.9848
29698,5,0,1,12,2,0,18.9396
53847,5,0,1,2,3,0,1.7693999999999992
99993,7,0,1,3,1,0,37.498599999999996
76525,4,0,1,8,0,0,42.305
29557,2,1,1,0,3,1,12.9114
20113,1,1,0,4,5,1,30.0226
71292,10,0,1,15,3,0,27.7584
29188,9,0,0,12,5,0,25.837600000000002
35886,10,1,0,9,3,1,55.6772
31883,6,1,0,14,2,1,82.3766
46623,3,0,1,6,2,0,19.3246
33994,6,1,0,20,3,1,74.7988
38342,1,0,0,18,1,0,76.6684
70956,2,1,1,17,3,0,44.6912
24855,6,0,0,1,3,0,22.471
47745,9,1,0,18,1,1,92.549
24833,3,1,0,15,4,1,52.4666
51808,3,0,0,20,0,0,89.3616
32752,8,0,0,3,0,0,63.050399999999996
97984,10,0,0,6,3,0,48.5968
72692,6,0,0,10,1,0,64.5384
97736,3,1,0,3,2,0,71.0472
74415,3,1,0,14,1,0,99.883
25334,3,0,1,5,0,0,34.5668
30580,1,0,0,2,5,0,14.116
97821,5,1,1,4,1,0,52.5642
55513,9,1,1,7,1,1,55.6026
24931,10,0,1,19,0,0,58.4862
59478,6,1,0,17,1,1,95.3956
35401,9,0,0,17,4,0,40.5802
80845,4,1,0,6,0,0,92.169
82182,8,0,0,1,0,0,72.93639999999999
67735,5,0,1,8,2,0,29.547
79394,1,0,0,17,1,0,78.3788
23809,8,0,0,7,5,0,17.2618
97687,10,1,1,6,5,0,23.5374
62688,4,0,0,7,0,0,71.0376
74079,4,1,0,2,3,0,61.815799999999996
83492,1,1,0,6,4,0,57.6984
43338,7,1,0,14,5,1,47.6676
67001,5,0,0,4,0,0,73.4002
27818,5,0,0,14,3,0,47.5636
42439,6,0,0,19,1,0,81.9878
42273,10,0,0,13,4,0,39.9546
48369,10,1,1,8,0,1,62.6738
52329,4,1,1,18,1,1,71.4658
39525,10,0,1,1,0,0,31.405
86088,1,1,1,15,5,0,25.7176
79302,8,0,0,17,0,0,92.3604
48574,3,1,0,7,5,1,36.2148
22087,8,1,0,14,4,1,59.4174
23199,8,1,0,12,1,1,82.6398
80856,1,0,1,10,4,0,6.171199999999999
58874,7,1,0,2,4,1,44.7748
27184,9,1,0,3,3,1,49.9368
80994,10,0,0,11,1,0,77.6988
93241,2,0,0,10,1,0,76.6482
34884,8,0,0,10,2,0,50.9768
86003,7,1,0,2,2,0,70.20060000000001
79298,8,0,1,17,5,0,14.3596
58307,8,1,0,6,3,1,56.6614
30508,7,0,0,2,0,0,56.1016
56168,2,0,1,4,1,0,30.2336
22974,5,1,0,15,2,1,78.0948
78177,1,1,0,2,0,0,86.6354
88107,6,1,0,20,5,0,67.6214
83720,10,1,1,9,4,0,27.244
60172,3,1,0,15,2,0,83.5344
26202,3,1,0,14,1,1,90.2404
41075,9,1,0,5,5,1,40.715
40117,3,0,0,1,2,0,43.5234
36577,8,1,0,5,1,1,77.8154
24546,6,1,0,11,3,1,64.4092
41311,9,1,0,0,3,1,50.2622
39055,8,1,0,0,5,1,30.811
86507,6,1,1,9,4,0,35.8014
39278,10,1,0,3,5,1,34.3556
25253,3,0,0,0,3,0,29.0506
48883,8,1,0,10,0,1,98.7766
45578,10,0,0,6,0,0,64.1156
90570,8,0,1,6,3,0,17.114
99058,10,0,0,12,1,0,78.8116
68448,7,1,0,9,2,1,77.1896
60381,8,0,0,14,5,0,34.0762
77999,5,0,1,13,1,0,49.0998
98372,2,0,0,9,3,0,56.1744
63963,2,1,0,0,3,0,57.7926
55825,7,0,1,18,1,0,46.165
44380,7,1,1,1,2,1,34.376
59834,8,1,0,0,0,1,78.9668
54429,5,1,0,20,5,1,59.8858
74677,3,1,0,0,0,0,83.9354
84625,2,1,1,18,3,0,52.925
82395,2,1,0,8,1,0,92.479
27669,3,1,1,4,2,1,28.5338
26932,5,1,1,20,2,1,50.3864
57992,5,0,0,20,1,0,77.5984
98480,3,1,0,9,2,0,88.196
67516,2,1,0,0,1,0,76.50319999999999
56885,6,1,1,10,1,1,52.377
48557,3,0,0,17,4,0,48.2114
89742,9,0,1,14,0,0,54.9484
37200,1,1,0,9,5,1,40.94
38220,8,1,0,9,0,1,87.144
49144,3,0,0,9,1,0,61.3288
37067,2,1,0,2,0,1,82.4134
76524,1,0,0,1,5,0,19.8048
97748,1,1,0,8,0,0,96.0
59537,1,0,0,19,1,0,84.4074
46217,3,1,0,2,1,1,71.2434
95989,6,1,0,16,5,0,67.1978
51696,9,0,0,18,0,0,90.3392
48442,4,1,0,17,0,1,96.0
48051,9,1,0,18,1,1,98.6102
34067,3,1,1,13,1,1,59.3134
49825,7,0,0,3,3,0,30.465000000000003
88121,3,1,0,9,4,0,56.1242
30780,6,1,0,12,2,1,76.156
98694,5,1,0,17,3,0,84.2388
76093,4,0,1,11,1,0,36.7186
84441,2,1,1,16,5,0,35.8882
31141,2,0,1,12,5,0,4.0
33332,3,0,0,6,2,0,43.6664
97982,7,0,0,13,5,0,41.0964
56505,10,1,1,11,3,1,42.801
99058,7,1,0,4,3,0,61.8116
36015,5,1,1,7,5,1,4.703
23895,2,0,0,15,5,0,22.279
43474,7,1,0,9,4,1,56.1948
32626,2,1,1,6,2,1,40.5252
85260,8,1,0,17,4,0,67.55199999999999
24141,7,0,1,14,2,0,26.8282
78006,8,0,0,5,4,0,38.1012
59720,3,1,1,4,2,0,38.944
83891,2,1,1,15,4,0,36.2782
86412,1,1,0,15,4,0,70.7824
66237,5,1,0,0,4,1,38.2474
36803,6,1,0,20,2,1,88.3606
32759,7,1,0,13,2,1,71.0518
52011,4,0,0,18,0,0,83.4022
59965,2,1,0,0,4,0,41.993
24899,8,1,1,8,0,1,58.9798
97068,1,1,1,18,3,0,56.4136
95043,2,1,0,6,2,0,80.0086
85898,6,0,0,11,3,0,51.6796
85136,2,0,0,8,0,0,78.0272
95172,7,0,0,18,0,0,100.0
64150,5,0,1,13,1,0,42.33
30048,5,1,1,17,2,1,49.5096
74304,7,1,1,17,1,0,65.3608
87662,3,1,0,14,2,0,93.5324
89824,10,1,0,16,1,0,100.0
80619,3,0,0,9,3,0,50.6238
61766,2,0,1,8,2,0,29.3532
41048,5,0,1,7,0,0,35.7096
45154,1,0,0,14,3,0,53.0308
77164,7,0,0,5,2,0,49.9328
23819,5,1,0,20,0,1,100.0
22609,1,0,0,19,2,0,59.0218
73347,6,0,1,4,1,0,26.6694
94838,9,0,0,15,0,0,89.4676
98619,2,1,0,18,5,0,67.7238
50924,7,0,0,3,1,0,52.684799999999996
55985,8,1,0,18,0,1,100.0
89922,6,0,0,17,3,0,65.4844
52289,5,0,0,15,5,0,32.9578
60392,1,0,0,7,2,0,55.5784
70422,5,1,0,17,1,0,100.0
70917,1,1,0,9,0,0,95.6834
58983,4,0,1,20,2,0,46.7966
73253,1,1,0,15,3,0,78.1506
63610,7,0,0,8,4,0,30.722
66118,7,1,1,0,0,1,58.2236
44083,8,0,0,12,1,0,71.8166
60048,6,0,0,5,1,0,62.5096
37051,10,1,0,14,3,1,65.4102
54167,3,1,0,6,0,0,90.8334
68182,3,1,1,18,1,0,65.6364
23010,9,0,0,14,1,0,64.602
42119,1,1,1,19,2,1,53.9238
31673,6,0,0,0,5,0,9.3346
77037,8,1,0,7,5,0,43.9074
44975,5,1,1,12,1,1,57.995
47080,10,0,0,6,3,0,35.416
73546,3,0,0,8,1,0,70.7092
79110,4,1,1,2,0,0,60.822
37459,6,1,0,12,5,1,46.4918
98275,5,0,0,17,0,0,90.155
63628,4,1,0,19,5,1,65.2256
25965,1,1,1,9,3,1,33.693
68614,3,0,0,8,1,0,68.7228
84597,6,1,0,2,2,0,72.9194
76744,3,1,0,10,0,0,97.0
85432,5,1,1,9,2,0,54.5864
54571,9,1,1,5,2,1,40.4142
39826,9,1,0,6,1,1,71.9652
50128,3,0,1,8,1,0,34.0256
77203,2,1,0,14,2,0,89.4406
83596,8,1,0,4,0,0,92.7192
32265,4,1,0,5,5,1,36.953
55755,10,0,0,16,4,0,42.150999999999996
74580,2,0,1,3,2,0,14.416
57261,2,1,0,18,0,0,100.0
40155,1,0,1,15,3,0,25.531
55300,10,0,0,1,5,0,16.560000000000002
79388,6,0,0,1,5,0,16.3776
62358,1,0,1,2,3,0,4.4716000000000005
43332,4,1,0,0,1,1,65.6664
70921,7,1,0,3,2,0,70.6842
76670,5,0,0,3,2,0,52.834
46197,8,1,1,15,2,1,55.7394
98687,7,0,1,11,4,0,13.237400000000001
76899,7,0,0,16,2,0,71.3798
49390,3,1,0,9,3,1,64.378
30378,8,1,0,4,5,1,31.0756
52591,9,1,0,18,0,1,100.0
30031,1,0,1,13,0,0,47.5062
94511,5,1,0,18,0,0,100.0
22132,2,1,0,5,3,1,46.9264
30917,7,1,0,18,5,1,55.1834
78975,10,1,0,5,1,0,80.295
30252,10,1,0,13,4,1,50.550399999999996
20766,7,0,0,5,5,0,13.6532
80314,7,1,0,19,4,0,74.5628
71773,5,0,0,4,0,0,68.3546
34668,1,0,0,6,3,0,40.9336
39025,4,1,0,2,2,1,62.805
39420,8,1,0,3,1,1,69.384
78361,8,1,0,14,4,0,64.6722
46389,5,1,0,10,0,1,90.2778
76595,7,1,0,1,3,0,57.819
83714,9,1,0,1,4,0,43.2428
75312,10,1,0,8,5,0,48.0624
82041,2,1,0,14,5,0,58.4082
22727,3,1,0,15,2,1,79.0454
50422,9,0,0,19,5,0,43.5844
81402,3,1,1,13,5,0,30.7804
67219,8,0,0,9,5,0,22.9438
83293,3,0,0,5,4,0,36.1586
33225,7,1,0,7,1,1,80.145
26166,1,1,0,11,5,1,38.7332
42900,9,0,0,10,3,0,39.58
49712,2,0,1,8,2,0,21.9424
26117,9,1,0,16,4,1,64.2234
33650,1,1,1,3,0,1,55.230000000000004
99908,2,0,0,5,5,0,23.4816
46920,6,0,0,14,4,0,42.384
33014,3,1,0,4,0,1,80.6028
77554,7,0,0,15,2,0,67.0108
86194,3,0,0,11,5,0,34.7388
67270,4,0,1,7,1,0,34.954
74186,7,1,0,0,3,0,51.837199999999996
21303,9,0,0,10,2,0,50.2606
41538,7,0,1,1,5,0,5.0
39785,10,0,0,13,3,0,52.457
92562,5,1,0,0,2,0,71.5124
39249,7,1,0,17,4,1,67.3498
77952,6,1,0,9,0,0,94.0904
90442,6,1,0,16,4,0,71.08840000000001
48014,2,1,0,20,1,1,94.6028
23655,9,1,0,9,5,1,39.231
86227,2,0,0,8,5,0,32.245400000000004
66461,2,0,0,14,2,0,68.2922
20683,8,1,0,18,4,1,66.1366
89899,10,0,0,9,2,0,66.4798
95073,3,1,0,3,2,0,76.5146
96332,4,1,1,3,1,0,54.766400000000004
74008,2,0,0,13,1,0,76.30160000000001
48152,8,0,0,16,3,0,57.6304
93265,9,1,0,18,3,0,90.65299999999999
75498,8,1,1,5,1,0,55.5996
36662,8,1,0,16,4,1,57.3324
47871,8,1,0,5,4,1,47.0742
35566,10,1,0,3,2,1,65.6132
57957,1,0,0,11,2,0,58.0914
59748,5,1,0,4,1,1,81.9496
75280,1,1,0,6,1,0,86.056
20273,2,1,0,1,3,1,47.5546
95112,5,1,0,12,3,0,81.0224
37407,3,1,1,14,1,1,58.4814
31706,10,1,1,7,3,1,26.8412
90909,1,1,0,20,0,0,97.0
23251,10,1,0,20,4,1,60.6502
45221,10,0,0,15,4,0,36.544200000000004
35765,9,0,0,8,1,0,57.153
95963,8,0,0,12,4,0,42.1926
84418,1,1,1,5,3,0,29.3836
89193,6,1,0,2,0,0,86.8386
91012,3,1,0,5,2,0,71.7024
40214,5,1,0,1,4,1,39.5428
43784,1,0,0,12,0,0,76.7568
38672,7,1,0,12,0,1,90.7344
46549,4,0,1,16,4,0,14.3098
35083,5,0,0,14,4,0,39.0166
28579,8,0,1,20,1,0,40.7158
55279,9,0,0,17,5,0,33.5558
59926,10,1,1,2,5,1,7.985200000000001
46667,3,1,0,7,4,1,50.8334
92764,8,0,0,14,4,0,48.552800000000005
41939,1,0,1,8,4,0,0.0
69827,6,0,0,1,1,0,58.4654
93804,2,1,0,12,5,0,52.7608
38304,9,1,1,6,4,1,19.660800000000002
61720,6,1,1,8,1,1,59.344
62157,6,0,1,19,2,0,35.9314
37527,1,1,0,0,5,1,24.5054
74154,9,1,1,17,0,0,85.3308
30161,9,0,1,3,2,0,11.5322
98815,6,1,0,0,0,0,91.763
68559,4,1,0,7,5,1,39.2118
56848,6,0,0,19,5,0,38.8696
48986,4,1,0,1,2,1,63.297200000000004
99433,4,0,0,20,3,0,65.8866
56352,10,1,0,17,1,1,100.0
94148,10,0,0,18,1,0,81.8296
36702,5,0,0,6,5,0,11.340399999999999
89853,10,1,1,0,3,0,32.970600000000005
26797,6,1,1,8,0,1,62.3594
87933,8,1,0,16,0,0,98.0
26155,5,1,1,10,0,1,61.231
45507,6,0,0,7,5,0,20.601399999999998
29757,4,0,0,10,2,0,46.9514
32678,1,1,1,0,4,1,11.535599999999999
63817,5,0,0,15,1,0,75.2634
27134,6,0,0,19,4,0,45.9268
32539,8,0,0,1,0,0,59.0078
61062,2,0,0,14,0,0,82.2124
76602,2,0,0,17,0,0,89.8204
69998,7,0,1,7,4,0,9.4996
21390,8,1,1,13,4,1,27.778
33274,6,0,1,16,2,0,34.6548
45228,2,0,0,19,5,0,33.5456
97710,4,0,0,11,3,0,58.042
78277,3,0,0,1,0,0,64.1554
60850,10,1,0,9,4,1,58.67
39087,3,1,0,19,2,1,85.3174
68343,1,0,0,7,4,0,37.1686
27157,7,1,0,6,5,1,32.4314
28965,6,0,1,14,4,0,6.793
95813,10,1,0,13,2,0,85.6626
33742,8,0,1,7,0,0,42.248400000000004
49232,4,1,0,7,3,1,60.3464
69271,4,1,0,0,2,1,58.8542
29664,6,0,0,4,2,0,43.9328
45480,10,1,0,0,1,1,67.096
57237,3,0,0,5,2,0,51.9474
52239,3,0,0,5,2,0,43.9478
22751,3,1,0,10,1,1,78.5502
79795,4,1,0,5,4,0,57.459
76848,2,0,0,4,1,0,59.3696
89803,7,1,0,19,3,0,91.4606
52053,1,0,0,4,2,0,44.4106
26980,5,0,1,6,5,0,0.0
81691,10,0,0,16,3,0,65.3382
86736,6,1,1,5,2,0,44.8472
88875,8,1,1,8,4,0,30.775
96543,1,0,0,6,3,0,46.3086
71891,4,1,1,12,4,0,29.3782
69034,5,0,0,2,2,0,48.8068
88002,6,0,0,14,4,0,52.6004
64089,7,1,1,13,3,1,42.3178
85213,6,1,1,0,1,0,49.0426
50643,5,0,0,2,2,0,46.1286
87212,9,0,0,7,0,0,73.94239999999999
29351,6,0,0,10,1,0,65.8702
63154,5,1,0,6,5,1,45.6308
38070,9,1,0,9,2,1,71.114
72928,7,0,1,20,4,0,21.5856
72101,4,0,0,15,1,0,79.9202
96939,9,1,1,10,0,0,74.3878
44621,7,1,0,14,3,1,72.9242
23945,6,0,0,9,5,0,13.289000000000001
85509,6,1,0,13,3,0,81.6018
72870,9,1,0,18,0,0,100.0
24221,3,0,0,18,5,0,35.8442
99670,10,1,1,6,3,0,34.934
90056,7,0,1,3,2,0,26.5112
79183,5,0,0,3,5,0,23.3366
43283,1,1,0,5,1,1,72.1566
70579,5,0,0,9,5,0,30.6158
29172,8,0,0,16,0,0,76.8344
62830,7,1,0,3,1,1,80.066
74842,8,0,1,6,1,0,31.968400000000003
60600,7,1,0,19,4,1,69.62
97003,4,1,0,6,0,0,95.4006
78422,2,1,0,16,2,0,93.6844
84350,8,1,0,2,2,0,74.87
79809,6,1,1,19,1,0,75.4618
52654,3,1,1,12,5,0,15.5308
94529,2,1,0,7,1,0,88.4058
90482,5,0,0,15,3,0,63.5964
35889,6,0,0,16,2,0,62.1778
79105,3,1,0,16,0,0,100.0
23501,2,1,1,10,5,1,10.700199999999999
45480,7,0,0,8,0,0,68.096
62875,8,1,1,2,0,1,58.575
51757,8,0,1,8,1,0,29.351399999999998
22367,10,0,0,9,0,0,70.9734
71229,3,0,0,8,1,0,68.2458
66935,3,0,0,17,1,0,80.887
26259,9,0,1,9,3,0,3.7517999999999994
98407,1,0,1,6,1,0,38.6814
51265,4,0,0,13,0,0,74.753
64186,4,0,0,3,5,0,14.3372
41895,1,1,0,10,2,1,76.379
44844,10,0,1,13,0,0,46.4688
48020,2,1,0,5,0,1,88.104
61450,1,1,0,14,1,0,89.28999999999999
56497,10,1,0,2,1,1,75.2994
59522,10,1,0,17,4,1,64.4044
53022,2,1,1,4,2,0,33.6044
61676,8,0,0,0,4,0,26.3352
78839,7,0,0,7,0,0,80.2678
36260,5,0,1,7,4,0,0.0
27854,3,1,1,9,1,1,46.0708
69250,4,0,0,19,3,0,62.35
37598,5,1,0,16,3,1,76.5196
57808,1,0,0,10,1,0,64.5616
90688,1,0,0,19,3,0,69.63759999999999
62157,3,1,0,2,3,0,51.4314
45226,1,0,0,4,0,0,62.045199999999994
97677,9,0,0,16,0,0,94.5354
81220,5,0,0,7,3,0,43.744
99410,4,1,0,18,3,0,91.882
46398,5,1,0,11,3,1,66.7796
41989,8,1,1,16,4,1,33.397800000000004
40431,8,0,1,13,0,0,46.5862
98011,9,0,0,8,3,0,53.602199999999996
60088,8,1,1,17,4,1,39.5176
29429,6,0,1,6,1,0,22.8858
20547,1,1,1,12,3,1,33.1094
68908,7,1,0,20,4,1,69.7816
73580,1,0,1,18,1,0,49.716
77186,5,1,1,20,5,0,35.437200000000004
27563,7,1,0,7,3,1,51.0126
67371,1,0,0,19,3,0,66.9742
39315,5,0,0,0,0,0,53.863
70377,7,0,0,13,1,0,74.5754
53144,5,1,0,13,5,1,46.1288
34322,10,1,0,8,5,1,36.8644
